id,answer,content_score,relevance_score,vocabulary_score,structure_score,overall_score,label
354,I never lie.,1,1,2,1,1.25,Poor
355,I am a fast learner.,1,1,2,1,1.25,Poor
356,I am very punctual.,1,1,2,1,1.25,Poor
357,I am polite.,1,1,2,1,1.25,Poor
358,People like me.,1,1,2,1,1.25,Poor
359,I smile a lot.,1,1,2,1,1.25,Poor
360,I am a good human.,1,1,2,1,1.25,Poor
361,Hi.,1,1,1,1,1.0,Poor
362,Hello.,1,1,1,1,1.0,Poor
363,Yeah.,1,1,1,1,1.0,Poor
364,Nothing.,1,1,1,1,1.0,Poor
365,Okay.,1,1,1,1,1.0,Poor
366,Next.,1,1,1,1,1.0,Poor
367,Umm.,1,1,1,1,1.0,Poor
368,Yes.,1,1,1,1,1.0,Poor
369,Well...,1,1,1,1,1.0,Poor
370,Sure.,1,1,1,1,1.0,Poor
371,I am here for the interview.,1,1,2,1,1.25,Poor
372,My name is already on the paper.,1,1,2,1,1.25,Poor
373,You can read my resume.,1,1,2,1,1.25,Poor
374,I don't like talking about myself.,1,1,2,1,1.25,Poor
375,That is a tough question.,1,1,2,1,1.25,Poor
376,My name is Rohan Verma. I have completed B.Tech in Computer Science from Pune University in 2023. I have basic knowledge of C and Java. I am looking for a good opportunity to start my career.,2,3,3,2,2.5,Average
377,I am Priyanka Singh. I did my MBA in Marketing from a college in Delhi. I have done one internship in a retail company where I helped with social media. I want to work in marketing field.,2,3,3,2,2.5,Average
378,My name is Arjun. I completed electronics engineering this year. I know a bit about circuit design and have done a small project on Arduino. I want to learn more in this field.,2,3,3,2,2.5,Average
379,I am Divya Mehta. I have done B.Com and currently preparing for MBA entrance. I have good knowledge of accounts and tally software. My goal is to work in finance.,2,3,3,2,2.5,Average
380,I am Sameer. I studied mechanical engineering from VIT. I have done a project on heat exchanger design. I know AutoCAD basics. I want to work in manufacturing sector.,3,3,3,2,2.85,Average
381,My name is Ritika Joshi. I completed BCA last year. I know HTML CSS and a little JavaScript. I have made one small website as a college project. I want to become a web developer.,2,3,3,2,2.5,Average
382,I am Nikhil from Nagpur. I did civil engineering. I have knowledge of AutoCAD and have visited construction sites during my internship. I want to work in infrastructure projects.,2,3,3,2,2.5,Average
383,My name is Anjali Rao. I did BSc in IT. I have learned Python from online courses. I also have knowledge of SQL. I want to get into software field and grow my skills.,2,3,3,2,2.5,Average
384,I am Tarun Khanna. I completed my B.Tech in 2022. I have worked as a data entry operator for six months. I know Excel and basic data analysis. I want to shift to more technical role.,2,3,3,2,2.5,Average
385,My name is Simran Kaur. I am final year student of computer science. I know Java and have done two small academic projects. I am hardworking and want to join a good IT company.,2,3,3,2,2.5,Average
386,I am Vikram Nair. I did mechanical diploma and then completed B.Tech. I have knowledge of manufacturing processes and quality control. I want to work in production department.,2,3,3,2,2.5,Average
387,My name is Meghna Das. I completed MBA in HR from a private college. I have done internship in recruitment. I am good at communication and want to work in human resources.,2,3,3,2,2.5,Average
388,I am Ashish Tiwari. I studied electronics and communication. I have basic knowledge of embedded systems. I did one project on sensor interfacing. I want to work in IoT field.,2,3,3,2,2.5,Average
389,My name is Kavitha Reddy. I am a fresh graduate in information technology. I know Python and have some experience with databases. I want to start as a software developer.,2,3,3,2,2.5,Average
390,I am Saurabh Jain. I completed BBA and have done a six month internship in sales. I know how to handle clients and have good communication skills. I want to build career in sales.,2,3,3,2,2.5,Average
391,My name is Harpreet Singh. I did computer science engineering. I have knowledge of C++ and data structures. I have made a library management system as final year project. Looking for entry level role.,3,3,3,2,2.85,Average
392,I am Nandini Kulkarni. I studied civil engineering. I have done site visits and know basic structural analysis. I have also learned Revit software recently. I want to work in construction.,2,3,3,2,2.5,Average
393,My name is Rahul Mishra. I have completed MCA from a government college. I know Java and PHP. I made a simple e-commerce website for college project. I want to work as a backend developer.,3,3,3,2,2.85,Average
394,I am Tanya Sharma. I did BSc in Computer Science. I have learned machine learning basics from YouTube and Coursera. I want to work in data science but I am still learning.,2,3,3,2,2.5,Average
395,My name is Keshav Pillai. I completed B.Tech in electrical engineering. I have knowledge of power systems and have done a project on solar energy. I want to work in renewable energy sector.,2,3,3,2,2.5,Average
396,I am Preeti Gupta. I did MBA with finance specialization. I have knowledge of financial statements and have done internship in a CA firm for two months. I want to work in accounting or finance.,2,3,3,2,2.5,Average
397,My name is Yash Agarwal. I am a self taught developer. I know HTML CSS JavaScript and a bit of React. I have made two or three small projects. I want a frontend developer role.,3,3,3,2,2.85,Average
398,I am Ritu Bansal. I studied information technology. I know networking basics and have CCNA foundation knowledge. I want to work in network or system administration.,2,3,3,2,2.5,Average
399,My name is Varun Chopra. I completed engineering in 2023. I have done internship in a startup where I worked on testing. I know manual testing and some basics of automation. Looking for QA role.,3,3,3,2,2.85,Average
400,I am Ishaan Malhotra. I did computer science. I know Python and have worked on a college project involving data visualization. I want to explore data analytics as a career.,2,3,3,2,2.5,Average
401,My name is Arun Verma. I completed B.Tech in Civil Engineering from a college in Lucknow in 2023. I have basic knowledge of AutoCAD and have done a site visit project. I am looking for a junior engineer role.,2,3,3,2,2.5,Average
402,I am Pooja Rawat. I did my BBA from Delhi University. I have some knowledge of marketing and have done a small internship in retail. I want to work in marketing or sales.,2,3,3,2,2.5,Average
403,My name is Harish Shetty. I completed BSc in Computer Science. I know C and Python basics. I have made a simple calculator in Python as a project. I want to enter the IT field.,2,3,3,2,2.5,Average
404,I am Sunita Patel. I did my MBA in Finance from a private college. I have basic knowledge of financial statements and have done a brief internship at a CA firm. I want to work in finance.,2,3,3,2,2.5,Average
405,My name is Kartik Rao. I completed B.Tech in Mechanical Engineering. I know SolidWorks basics and have done a small project on gear design. I want to work in manufacturing.,3,3,3,2,2.85,Average
406,I am Rekha Nair. I have done B.Com and know Tally ERP. I worked part time in an accounts office for three months. I want to pursue a career in accounting.,2,3,3,2,2.5,Average
407,My name is Vishal Tomar. I studied Information Technology from a state university. I know HTML and CSS basics. I made a simple portfolio website as a project. I want to work in web development.,2,3,3,2,2.5,Average
408,I am Priti Joshi. I did my graduation in Electronics. I have basic knowledge of circuit theory and have done a lab project on LED blinking. I want to work in electronics manufacturing.,2,3,3,2,2.5,Average
409,My name is Shyam Gupta. I completed MCA from a government college. I know Java and have done one project on library management. I want to become a software developer.,3,3,3,2,2.85,Average
410,I am Nidhi Chauhan. I did BSc IT and then learned Python basics online. I have completed one small data analysis project on Excel. I want to enter the data analytics field.,2,3,3,2,2.5,Average
